username,group_number,rate,feedback,time
uid1,5,5,,9:17
uid1,7,3,,9:41
uid1,8,3,,9:56
uid1,6,5,"הצגת נתונים בצורה טובה וברורה מאוד.
יש קשר בין המסכנות ",10:36
uid1,2,5,"נראה כי בוצע מחקר מקיף ומעמיק בנושא.
בחירת הנושא רלוונטית ביותר ומעניינת.
בחירת צבעים והצגת גרפים בצורה ברורה ומובנת.",10:49
uid1,1,5,,11:25
uid1,4,3,,11:50
uid1,3,3,"יתכן שציפיתי לתוכן מסקרן או מפתיע יותר, בהתחשב בכך שהנושא רלוונטי לקהל רחב.",12:05
uid1,9,3,,12:17
uid15,5,5,,9:22
uid15,7,4,,9:42
uid15,8,3,,9:54
uid15,6,3,,10:36
uid15,2,5,,10:51
uid15,1,5,,11:25
uid15,4,2,,11:56
uid15,3,2,,12:56
uid15,9,2,,12:56
uid14,5,5,,9:22
uid14,7,5,,9:42
uid14,8,5,,10:00
uid14,6,4,,11:04
uid14,2,5,,11:05
uid14,1,5,,11:28
uid14,4,5,,11:57
uid14,3,5,,12:33
uid14,9,5,,12:34
uid13,5,5,,9:22
uid13,7,4,,9:42
uid13,8,5,,10:00
uid13,6,5,,10:36
uid13,2,5,,10:56
uid13,1,5,,11:20
uid13,4,5,,11:57
uid13,3,4,,12:10
uid13,9,3,,12:26
uid2,5,5,,9:22
uid2,7,5,,9:42
uid2,8,4,,10:00
uid2,6,4,,10:36
uid2,2,4,,10:51
uid2,1,5,,11:20
uid2,4,5,,11:57
uid2,3,3,,12:11
uid2,9,3,,12:28
uid16,5,5,,9:23
uid16,7,3,,9:36
uid16,8,4,,9:56
uid16,6,5,אהבתי את הקישור בין המסקנות השונות והמעבר בן אחד לשני,10:33
uid16,2,5,"המידע בפרוייקט הונגש מאוד לסטודנטים שבלי ידע מקדים בתחום הסייבר
הגרפים היו מובנים ומופשטים",10:53
uid16,1,5,,11:27
uid16,4,3,,11:56
uid16,3,4,,12:14
uid16,9,3,,12:24
uid18,5,5,,9:23
uid18,8,4,,10:02
uid18,7,5,,10:08
uid18,6,4,,10:36
uid18,2,5,,11:00
uid18,1,5,,11:21
uid18,4,5,,11:55
uid18,3,4,,12:13
uid18,9,4,,12:29
uid5,5,4,,9:23
uid5,7,4,,9:38
uid5,8,4,,10:00
uid5,6,4,,10:32
uid5,2,4,,10:56
uid5,1,4,,11:25
uid5,4,4,,11:56
uid5,3,4,,12:11
uid5,9,4,,12:24
uid4,5,5,,9:23
uid4,7,5,,9:42
uid4,8,4,,9:56
uid4,6,5,,10:36
uid4,2,5,,11:00
uid4,1,5,,11:16
uid4,4,4,,11:57
uid4,3,5,,12:08
uid4,9,5,,12:23
uid21,5,4,היה ממש מעניין,9:23
uid21,7,5,,9:37
