username,group_number,rate,feedback,time
uid6,8,3,,09:51
uid6,5,4,,10:10
uid6,6,5,,10:27
uid6,1,3,,10:54
uid6,2,4,,11:13
uid6,4,2,,11:35
uid6,3,4,,12:05
uid6,7,4,,12:24
uid18,8,4,,09:56
uid18,5,5,"אחד הגרפי פאי לא היו מובנים במיוחד, אשמח להסבר נוסף, איך הגעתם דווקא לנושא רומנים?
באיזה עזרים השתמשתם בביצוע הפרוייקט?",10:10
uid18,6,3,,10:26
uid18,1,3,,11:18
uid18,2,4,"זה הפרויקט של הקבוצה שלי, מקווה שהפרוייקט המסקנות ואיך שהצגנו היה טוב :)",11:25
uid18,4,4,,11:34
uid18,3,5,,12:08
uid18,7,5,,12:25
uid12,8,4,,09:56
uid12,5,3,,10:09
uid12,6,3,,10:24
uid12,1,5,,11:02
uid12,2,4,,11:13
uid12,4,3,,11:29
uid12,3,5,,12:14
uid12,7,4,,12:15
uid9,8,3,,09:56
uid9,5,5,,10:12
uid9,6,4,,10:25
uid9,1,3,,10:53
uid9,2,5,,11:10
uid9,4,3,,11:23
uid9,3,5,,12:04
uid9,7,4,,12:21
uid13,8,5,,09:57
uid13,5,5,,10:12
uid13,6,4,,10:31
uid13,1,3,,10:59
uid13,2,5,,11:15
uid13,4,4,,11:30
uid13,3,5,,12:06
uid13,7,5,,12:32
uid11,8,4,"למה חשבתם להתמקד בכמה קבצי דאטה שונים? למה לא לחקור לעומק דאטה ספציפי? 
מאמינה שהיו שיקולים אבל כן מעניין",09:57
uid11,5,5,,10:12
uid11,6,4,,10:33
uid11,1,3,,10:59
uid11,2,5,,11:17
uid11,4,3,,11:34
uid11,3,5,,12:09
uid11,7,5,,12:28
uid10,8,4,,09:57
uid10,5,5,,10:12
uid10,6,3,,10:31
uid10,1,3,,10:59
uid10,2,4,,11:13
uid10,4,2,,11:34
uid10,3,3,,12:06
uid10,7,3,,12:24
uid7,8,4,,09:57
uid7,5,4,,10:11
uid7,6,4,,10:30
uid7,1,4,,10:57
uid7,2,5,,11:15
uid7,4,4,,11:32
uid7,3,4,,12:06
uid7,7,5,,12:32
uid3,8,5,,09:57
uid3,5,3,,10:11
uid3,6,3,,10:25
uid3,1,5,,11:02
uid3,2,5,,11:18
uid3,4,3,,11:24
uid3,3,5,,12:10
uid3,7,4,,12:23
uid17,8,4,,09:57
uid17,5,5,איך עשיתם את הגרף על ילדים?,10:11
uid17,6,3,,10:31
uid17,1,2,,10:58
uid17,2,3,,11:19
uid17,4,4,,11:33
uid17,3,5,,12:07
uid17,7,4,,12:29
uid16,8,4,"המסקנות מהממות 
",09:58
uid16,5,5,,10:08
uid16,6,2,,10:26
uid16,1,2,גרפים לא מובנים ,10:53
uid16,2,5,,11:13
uid16,4,3,,11:30
uid16,3,5,,12:10
uid16,7,4,,12:29
uid4,8,4,הגרפים היו מעניינים מאוד ,09:58
uid4,5,5,"אהבתי ממש את ההצגה של כל חברי הקבוצה , את התמונות שנתנו עניין וריכוז והבנה של הפרויקט ",10:10
uid4,6,3,אהבתי שמה שהפריע לכם הוצאתם והבאתם מסקנות ,10:29
uid4,1,1,"לא מובן על מה הם עשו ,גרפים לא מובנים ",10:52
uid4,2,5,מסקנות יפות והצגה טובה,11:13
uid4,4,2,גרפים לא מובנים ,11:29
uid4,3,5,,12:10
uid4,7,4,מסקנות ברורות ,12:33
uid2,8,4,,09:59
uid2,5,3,,10:12
uid2,1,2,,10:44
uid2,6,1,,10:59
uid2,2,3,,11:18
uid2,4,2,,11:46
uid2,3,3,,12:10
uid2,7,3,,12:24
uid5,8,3,,09:59
uid5,5,3,,10:12
uid5,6,4,,10:35
uid5,1,3,,11:03
uid5,2,4,,11:17
uid5,4,4,,12:34
uid5,3,5,,12:34
uid5,7,4,,12:35
uid1,8,4,,10:00
uid1,5,2,,10:52
uid1,1,4,,11:00
uid1,6,3,,11:02
uid1,4,4,,11:32
uid1,2,5,,11:33
uid1,3,5,,12:05
uid1,7,4,"לא התחברתי למסקנה על הגזע, של שחור וולבן. 
אהבתי את המסקנות המפתיעות לנשים שמרוויחות הרבה, ועל המעמד שלהם. ",12:27
uid15,5,4,,10:09
uid15,8,4,,10:13
uid15,6,3,,10:29
uid15,1,3,,10:58
uid15,2,4,,11:15
uid15,4,3,,11:30
uid15,3,4,,11:57
uid15,7,4,,12:23
uid14,5,4,,10:12
uid14,8,4,,10:13
uid14,6,3,,10:27
uid14,1,3,,10:57
uid14,2,4,,11:15
uid14,4,3,,11:33
uid14,3,4,,12:06
uid14,7,3,,12:23
uid8,5,5,פרוייקט מאד ברור ומובן עם גרפים מגוונים,10:13
uid8,8,4,היה מובן היו כמה הערות אבל בסהכ היה טוב מאד,10:14
uid8,6,3,,10:45
uid8,1,3,,10:55
uid8,2,5,,11:20
uid8,4,3,,11:39
uid8,3,5,,12:05
uid8,7,5,,12:24
