username,group_number,rate,feedback,time
uid3,1,5,,06:36
uid7,1,4,,06:37
uid10,1,4,,06:37
uid13,1,4,,06:37
uid14,1,4,,06:37
uid9,1,4,"היה חסר רק הצגה של שלוש השאלות בהתחלה כדי להכווין מה הם ניסו להגיע אליו, גרפים מאוד יצירתיים",06:37
uid23,1,3,"הפרויקט היה יפה ומעניין אבל היה קצת קשה להבנה כי היה ממש ארוך , הגרפים היו מיוחדים אבל לא כל כך מובנים",06:37
uid19,1,5,פרויקט יצרתי בנוי טוב עם גרפים יחודיים,06:37
uid4,1,4,"פרויקט ברמה גבוהה
רואים חשיבה יצירתית וההצגה משקפת עבודה קשה והשקעה
כן לדעתי היה נכון להציג את שאלות המחקר מראש
הגרפים היו ממש יצירתיים ומעניינים ",06:37
uid2,1,5,,06:37
uid20,1,3,"היה מאוד מעניין, אבל ארוך מאוד ומלא מלל שגרם לאבד את הרעיון של הנושא טיפה",06:38
uid11,1,5,"הנושא היה ממש מעניין הייתי מגדילה את הגרפים שהכיתה תוכל לראות אותם טוב יותר , ",06:38
uid6,1,4,,06:38
uid8,1,4,"פרוייקט מעניין מאוד רלוונטי לימינו, מאוד יצירתי עם הרבה גרפים",06:38
uid21,1,5,"הציגו ממש טוב, לפעמים היה יותר מידי מלל אז בתור הצגה לא באמת אפשר להבין מה שכתוב במלל אבל הגרפים היו מעניינים ומובנים",06:38
uid1,1,5,,06:38
uid16,1,4,"מאוד אהבתי, כל הגרפים יצירתיים שאפו",06:38
uid5,1,5,"הניתוח של הפרוייקט היה מעניין ,היה מעניין לראות איך לקחתם דעה מילולי וניתחתם אותו בעזרת קורלציה, היו לכם הרבה סוגי גרפים מעניינים שהעבירו את  המסקנות שלכם בצורה טובה.
",06:39
uid15,1,4,,06:39
uid22,1,4,"הרעיון של הפרוייקט היה מאד יפה ועייניני, נושא שקשור לכל אחד מאיתנו. 
אני חושבת שהיה הרבה מלל שקצת הלכתי לאיבוד בסוף המסקנות אבל בסהכ זה כן היה מעניין ונהנתי לשמוע",06:39
uid12,1,4,,06:39
uid17,1,5,"עבודה ממש טובה, עבודה עמוקה של ניקוי דאטה והסבר של הדאטה שחיבר ממש טוב לעבודה",06:39
uid20,2,5,"היה ברור מאוד ומובן, הגרפים והמלל",06:54
uid7,2,5,אהבתי את הגרפים הלא רגילים שאפשר להבין מהם המון,06:56
uid23,2,4,"היה מאוד מעניין הגרפים היו מאוד ברורים , והם הציגו ממש יפה",06:56
uid3,2,5,,06:58
uid2,2,4,,06:58
uid9,2,5,"אין לי הערות, היה פה פשטות, מאוד ברור ומעולה",06:58
uid5,2,5,היה פרוייקט מאוד מעניין וברור הגרפים העבירו בצורה טובה את המסקנות ובצורה וויזואלית היה קל להבין מה כל גרף אומר ,06:58
